Row ID,Order ID,Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sales,Quantity,Discount,Profit
7406,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,97.568,2,0.2,-6.098
7407,CA-2015-100146,5/14/2015,5/19/2015,Standard Class,Corporate,United States,Camarillo,California,93010,West,Furniture,722.352,3,0.2,81.2646
7409,CA-2016-129728,5/30/2016,06-06-2016,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,167.84,8,0,11.7488
7410,CA-2014-121769,04-08-2014,04-12-2014,Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,172.11,1,0.4,-94.6605
7414,CA-2017-121125,5/30/2017,06-03-2017,Standard Class,Home Office,United States,Tigard,Oregon,97224,West,Furniture,13.592,1,0.2,-0.3398
7415,US-2016-114013,3/13/2016,3/15/2016,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,386.68,2,0.3,-5.524
7425,CA-2017-135069,04-10-2017,4/14/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,36.672,3,0.2,6.4176
7426,CA-2016-101693,6/25/2016,6/27/2016,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,85.246,2,0.3,-6.089
7427,CA-2016-101693,6/25/2016,6/27/2016,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,32.712,2,0.6,-26.1696
7439,CA-2015-145457,3/24/2015,3/27/2015,Second Class,Corporate,United States,Covington,Washington,98042,West,Furniture,46.9,5,0,13.132
7441,US-2017-163657,09-02-2017,09-06-2017,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,236.528,2,0.2,-2.9566
7447,CA-2017-127474,02-03-2017,02-07-2017,Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,22.2,1,0.6,-26.085
7449,CA-2017-115448,11-11-2017,11/14/2017,First Class,Consumer,United States,Knoxville,Tennessee,37918,South,Furniture,88.92,5,0.2,14.4495
7451,CA-2017-105669,9/17/2017,9/22/2017,Second Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,318.43,5,0.3,-77.333
7459,CA-2015-137974,4/16/2015,4/18/2015,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,1196.86,7,0,119.686
7460,CA-2015-137974,4/16/2015,4/18/2015,First Class,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,523.26,9,0,125.5824
7468,CA-2017-148985,11-11-2017,11/15/2017,Second Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,34.92,4,0,11.8728
7470,CA-2014-138100,9/15/2014,9/20/2014,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,14.56,2,0,6.2608
7475,CA-2014-167199,01-06-2014,01-10-2014,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,2573.82,9,0,746.4078
7484,CA-2014-129938,12/15/2014,12/17/2014,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,445.802,7,0.3,-108.2662
7489,US-2015-134558,12/19/2015,12/24/2015,Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,1053.164,4,0.3,-105.3164
7491,CA-2015-108672,09-10-2015,9/16/2015,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,106.68,6,0,33.0708
7494,US-2017-160836,09-11-2017,9/16/2017,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,512.19,5,0.3,-65.853
7497,CA-2017-121048,7/14/2017,7/18/2017,Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,276.69,3,0,49.8042
7500,CA-2017-121048,7/14/2017,7/18/2017,Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,18.84,3,0,7.9128
7512,US-2017-161935,7/14/2017,7/18/2017,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,396.92,5,0.2,148.845
7524,CA-2016-162383,09-05-2016,09-11-2016,Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,85.246,2,0.3,-1.2178
7526,CA-2014-125731,09-10-2014,9/16/2014,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,1487.04,5,0.2,148.704
7528,US-2017-106145,9/26/2017,9/26/2017,Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,9.24,3,0,2.9568
7532,CA-2016-107146,6/17/2016,6/19/2016,First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,266.352,3,0.2,-13.3176
7533,CA-2016-107146,6/17/2016,6/19/2016,First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,483.136,4,0.2,54.3528
7534,US-2017-134642,2/25/2017,03-01-2017,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,196.784,2,0.2,-22.1382
7535,US-2017-134642,2/25/2017,03-01-2017,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,231.92,5,0.2,5.798
7537,CA-2017-103415,12-03-2017,12-08-2017,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,13.592,2,0.6,-14.2716
7541,US-2017-112347,12-02-2017,12-06-2017,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,242.352,8,0.7,-363.528
7543,US-2017-112347,12-02-2017,12-06-2017,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,508.704,6,0.2,0
7545,US-2017-112347,12-02-2017,12-06-2017,Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,906.68,5,0.2,68.001
7550,CA-2016-136595,09-05-2016,09-07-2016,First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,21.204,3,0.6,-11.6622
7555,CA-2014-114181,05-10-2014,5/14/2014,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,349.965,7,0.5,-216.9783
7561,US-2014-137155,11-01-2014,11-05-2014,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,31.68,6,0,9.8208
7562,CA-2016-105746,12/30/2016,01-01-2017,First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,170.786,1,0.3,0
7563,US-2016-104815,09-03-2016,09-07-2016,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,198.744,4,0.3,0
7565,US-2016-166660,1/30/2016,02-01-2016,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,435.168,4,0.2,-59.8356
7566,US-2016-166660,1/30/2016,02-01-2016,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,48.58,1,0,7.7728
7573,CA-2014-100916,10/21/2014,10/26/2014,Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,591.32,4,0,112.3508
7579,CA-2016-138597,12/18/2016,12/21/2016,First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,563.94,3,0,112.788
7583,CA-2015-142734,4/16/2015,4/21/2015,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,127.764,2,0.1,2.8392
7589,CA-2017-122945,11/16/2017,11/22/2017,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,17.31,3,0,5.193
7591,CA-2016-158778,09-05-2016,09-09-2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,58.248,9,0.2,11.6496
7592,CA-2016-158778,09-05-2016,09-09-2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,71.246,2,0.3,-19.3382
7594,CA-2016-158778,09-05-2016,09-09-2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,887.271,3,0.3,-63.3765
7605,CA-2016-101791,5/27/2016,5/31/2016,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,25.176,3,0.6,-33.3582
7606,CA-2016-101791,5/27/2016,5/31/2016,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,5.584,2,0.6,-1.6752
7615,CA-2015-113740,8/24/2015,8/28/2015,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,14.91,3,0,4.6221
7619,CA-2017-151225,10/27/2017,10/29/2017,First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,189.576,1,0.2,9.4788
7622,US-2014-144078,11/25/2014,11/29/2014,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,725.344,4,0.2,54.4008
7626,CA-2015-136805,5/23/2015,5/27/2015,Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,75.33,9,0,19.5858
7632,CA-2014-162089,3/30/2014,04-01-2014,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,127.302,7,0.3,-9.093
7633,US-2017-158526,12/29/2017,01-01-2018,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,1207.84,8,0,314.0384
7636,US-2017-158526,12/29/2017,01-01-2018,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,300.98,1,0,87.2842
7637,US-2017-158526,12/29/2017,01-01-2018,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,258.75,3,0,77.625
7640,CA-2017-104885,03-02-2017,03-08-2017,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,441.96,2,0,101.6508
7646,CA-2015-161452,04-05-2015,04-11-2015,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,892.224,3,0.2,89.2224
7649,CA-2016-138968,3/15/2016,3/16/2016,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,1352.032,4,0.2,84.502
7650,CA-2015-101889,12/27/2015,12/31/2015,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,1548.99,9,0.4,-464.697
7655,CA-2015-107685,11/30/2015,12-02-2015,Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,80.96,4,0,29.1456
7658,US-2014-120740,4/15/2014,4/15/2014,Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,187.76,4,0,76.9816
7661,CA-2014-105417,01-07-2014,01-12-2014,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,76.728,3,0.6,-53.7096
7665,CA-2014-151967,10/22/2014,10/26/2014,Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,129.92,4,0,10.3936
7672,CA-2015-130974,11/27/2015,11/29/2015,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,170.98,1,0,32.4862
7673,CA-2015-130974,11/27/2015,11/29/2015,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,38.97,3,0,4.6764
7675,CA-2015-130974,11/27/2015,11/29/2015,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,446.068,4,0.3,0
7681,CA-2014-133592,12/31/2014,01-07-2015,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,341.96,2,0,78.6508
7682,CA-2014-133592,12/31/2014,01-07-2015,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,605.88,6,0,151.47
7687,CA-2016-169838,11/25/2016,11/29/2016,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,1568.61,9,0,329.4081
7691,US-2017-128951,7/15/2017,7/17/2017,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,872.94,3,0,157.1292
7695,CA-2016-118899,3/22/2016,3/22/2016,Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,167.888,7,0.2,14.6902
7702,CA-2017-151799,12/14/2017,12/18/2017,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,526.582,2,0.3,-52.6582
7705,CA-2016-114601,8/26/2016,09-02-2016,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,447.84,4,0,98.5248
7712,CA-2017-139353,10/28/2017,10/30/2017,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,77.952,3,0.2,15.5904
7724,CA-2015-139374,09-10-2015,9/14/2015,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,179.886,1,0.3,-2.5698
7731,CA-2017-104850,6/13/2017,6/19/2017,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,291.136,4,0.2,-25.4744
7749,CA-2015-133242,6/18/2015,6/24/2015,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,60.84,3,0,19.4688
7754,CA-2015-158323,11/30/2015,12-03-2015,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,17.088,2,0.2,1.068
7759,CA-2017-112844,11/13/2017,11/16/2017,Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,154.95,3,0,30.99
7766,US-2017-118941,08-12-2017,08-12-2017,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,1779.9,5,0,373.779
7784,CA-2016-162236,11-04-2016,11-06-2016,Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,876.3,10,0.4,-292.1
7789,US-2016-117037,5/17/2016,5/20/2016,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,22.608,3,0.6,-10.1736
7800,CA-2017-166184,3/24/2017,3/27/2017,First Class,Corporate,United States,New York City,New York,10035,East,Furniture,207.846,3,0.1,2.3094
7802,CA-2014-143637,3/24/2014,3/29/2014,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,40.48,2,0,14.5728
7813,CA-2016-134334,2/14/2016,2/15/2016,First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,550.431,3,0.3,-47.1798
7814,CA-2016-134334,2/14/2016,2/15/2016,First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,10.56,6,0,4.6464
7815,US-2017-109316,06-08-2017,06-10-2017,First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,1497.666,2,0.15,140.9568
7825,CA-2014-125150,5/16/2014,5/23/2014,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,232.88,5,0.2,17.466
7826,CA-2015-127327,02-03-2015,02-07-2015,Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,90.882,1,0.1,15.147
7829,CA-2015-137302,4/26/2015,05-01-2015,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,63.936,3,0.2,6.3936
7835,CA-2015-106257,4/13/2015,4/17/2015,Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,241.568,2,0.2,-15.098
7837,CA-2015-149083,9/25/2015,9/30/2015,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,307.136,4,0.2,-11.5176
7841,US-2014-137869,3/28/2014,04-02-2014,Standard Class,Consumer,United States,Des Moines,Iowa,50315,Central,Furniture,1184.72,4,0,106.6248
7845,US-2017-123834,7/21/2017,7/25/2017,Standard Class,Consumer,United States,Pharr,Texas,78577,Central,Furniture,124.404,4,0.3,-21.3264
7848,CA-2016-128706,2/27/2016,03-02-2016,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,16.192,2,0.6,-6.8816
7866,CA-2015-143364,7/14/2015,7/19/2015,Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,441.92,2,0.2,49.716
7867,CA-2015-143364,7/14/2015,7/19/2015,Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,127.764,6,0.7,-191.646
7873,CA-2016-101672,10-03-2016,10-07-2016,Standard Class,Home Office,United States,Lake Forest,California,92630,West,Furniture,915.136,4,0.2,102.9528
7879,CA-2016-160241,11/29/2016,12-04-2016,Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,242.176,4,0.6,-302.72
7880,CA-2016-155747,6/14/2016,6/21/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,337.176,2,0.4,-118.0116
7886,CA-2017-118017,12-03-2017,12-06-2017,Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,23.376,3,0.2,7.0128
7887,CA-2017-118017,12-03-2017,12-06-2017,Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,16.72,5,0.2,3.344
7888,CA-2017-118017,12-03-2017,12-06-2017,Second Class,Consumer,United States,Thornton,Colorado,80229,West,Furniture,16.192,1,0.2,4.6552
7892,CA-2016-148684,12/25/2016,12/29/2016,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Furniture,343.85,5,0,137.54
7902,CA-2017-128363,8/13/2017,8/18/2017,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,31.984,1,0.2,0
7904,CA-2017-128363,8/13/2017,8/18/2017,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,423.648,2,0.2,47.6604
7909,CA-2016-149762,12-03-2016,12-07-2016,Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,268.704,3,0.2,6.7176
7912,CA-2016-149762,12-03-2016,12-07-2016,Standard Class,Consumer,United States,Morgan Hill,California,95037,West,Furniture,205.666,2,0.15,-12.098
7913,CA-2016-167605,4/28/2016,4/30/2016,Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central,Furniture,30.344,2,0.6,-31.8612
7917,CA-2015-110891,11/20/2015,11/24/2015,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,344.372,4,0.3,-93.4724
7929,CA-2017-120404,11/20/2017,11/24/2017,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,50.97,3,0,9.1746
7930,CA-2017-167549,7/25/2017,7/27/2017,First Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,298.116,6,0.3,-4.2588
7932,US-2016-168095,7/15/2016,7/20/2016,Standard Class,Corporate,United States,Portland,Oregon,97206,West,Furniture,230.28,3,0.2,23.028
7941,CA-2016-146325,12/14/2016,12/17/2016,First Class,Corporate,United States,San Diego,California,92037,West,Furniture,81.424,2,0.2,-9.1602
7949,CA-2014-131009,03-01-2014,03-05-2014,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,362.25,6,0.3,0
7950,CA-2014-131009,03-01-2014,03-05-2014,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,63.552,6,0.6,-34.9536
7956,CA-2017-131807,10-05-2017,10-10-2017,Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,435.168,4,0.2,-59.8356
7959,CA-2017-131807,10-05-2017,10-10-2017,Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,72.9,5,0,26.973
7960,CA-2017-131807,10-05-2017,10-10-2017,Standard Class,Corporate,United States,Chico,California,95928,West,Furniture,206.352,3,0.2,5.1588
7968,CA-2016-157707,10-10-2016,10-12-2016,First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,90.882,3,0.7,-190.8522
7970,CA-2016-157707,10-10-2016,10-12-2016,First Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,120.784,1,0.2,13.5882
7975,US-2015-126753,8/16/2015,8/20/2015,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,254.352,3,0.2,0
7983,CA-2014-113383,09-10-2014,9/13/2014,First Class,Consumer,United States,Clifton,New Jersey,7011,East,Furniture,254.9,5,0,76.47
7995,US-2015-165743,11/20/2015,11/23/2015,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,145.764,6,0.7,-247.7988
7998,US-2017-105998,11-03-2017,11-05-2017,First Class,Home Office,United States,San Diego,California,92037,West,Furniture,1673.184,12,0.2,20.9148
7999,US-2014-148194,05-04-2014,05-07-2014,First Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,12.18,7,0,3.8976
8005,CA-2014-143210,12-01-2014,12-03-2014,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,45.84,3,0,15.5856
8006,CA-2014-143210,12-01-2014,12-03-2014,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Furniture,9.82,2,0,3.2406
8010,CA-2015-110863,11/17/2015,11/24/2015,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,1323.9,5,0,383.931
8016,CA-2017-120168,5/25/2017,5/25/2017,Same Day,Consumer,United States,New York City,New York,10009,East,Furniture,18.84,3,0,6.0288
8017,US-2014-131870,09-09-2014,09-11-2014,First Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,60.672,6,0.2,12.8928
8024,CA-2014-129189,7/21/2014,7/25/2014,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Furniture,657.93,5,0.3,-93.99
8026,CA-2015-132465,09-11-2015,9/15/2015,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,210.68,2,0,50.5632
8031,CA-2016-158806,01-07-2016,01-11-2016,Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,23.076,3,0.6,-10.9611
8035,CA-2015-119690,6/25/2015,6/28/2015,First Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,75.384,9,0.6,-20.7306
8039,CA-2017-109393,6/30/2017,07-02-2017,Second Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,435.999,3,0.15,5.1294
8040,CA-2017-121489,8/21/2017,8/25/2017,Second Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,388.704,6,0.2,38.8704
8044,US-2017-133081,03-11-2017,3/15/2017,Standard Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Furniture,26.72,1,0,11.7568
8051,CA-2014-144974,9/26/2014,9/30/2014,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,21.184,1,0.2,4.7664
8056,CA-2015-121188,8/28/2015,09-04-2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,307.666,2,0.15,28.9568
8060,CA-2015-121188,8/28/2015,09-04-2015,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,4.16,2,0,1.7472
8069,US-2015-160563,10/20/2015,10/24/2015,Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,16.02,6,0,6.0876
8071,CA-2017-151750,01-01-2017,01-05-2017,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,141.42,5,0.6,-187.3815
8072,CA-2017-151750,01-01-2017,01-05-2017,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,310.744,4,0.3,-26.6352
8077,CA-2015-106187,6/23/2015,6/29/2015,Standard Class,Corporate,United States,East Point,Georgia,30344,South,Furniture,27.42,3,0,9.3228
8086,CA-2016-105753,10/20/2016,10/26/2016,Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,61.1,5,0,18.33
8094,CA-2017-133046,7/27/2017,08-01-2017,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,23.88,3,0,10.5072
8106,CA-2017-159149,2/17/2017,2/19/2017,First Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,89.0664,1,0.32,-17.0274
8109,US-2017-167570,12-08-2017,12/15/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,215.544,4,0.3,-58.5048
8111,CA-2017-160122,11/18/2017,11/23/2017,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,127.386,2,0.3,-25.4772
8112,CA-2016-130393,12-01-2016,12-03-2016,Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,248.43,5,0.3,-17.745
8114,CA-2016-130393,12-01-2016,12-03-2016,Second Class,Consumer,United States,San Angelo,Texas,76903,Central,Furniture,85.246,2,0.3,-1.2178
8116,CA-2017-101014,8/29/2017,09-04-2017,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,148.02,3,0,41.4456
8119,US-2017-106551,7/22/2017,7/27/2017,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,526.344,4,0.3,-75.192
8120,CA-2016-116722,11-11-2016,11/16/2016,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,41.96,2,0,10.9096
8121,CA-2016-116722,11-11-2016,11/16/2016,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,451.152,3,0.2,0
8125,US-2017-150070,09-07-2017,09-12-2017,Standard Class,Consumer,United States,Modesto,California,95351,West,Furniture,161.568,2,0.2,-28.2744
8129,CA-2017-157350,8/26/2017,09-01-2017,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,64.96,5,0.6,-43.848
8134,CA-2015-131352,10-08-2015,10/13/2015,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,72.78,3,0.6,-70.9605
8137,CA-2016-118073,08-12-2016,8/16/2016,Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,562.2925,7,0.45,-255.5875
8138,CA-2014-103219,11-09-2014,11/13/2014,Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,56.52,9,0,21.4776
8144,CA-2016-100993,02-05-2016,02-10-2016,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,557.728,4,0.2,6.9716
8151,CA-2014-167997,1/26/2014,1/29/2014,First Class,Corporate,United States,Rapid City,South Dakota,57701,Central,Furniture,141.96,2,0,39.7488
8157,CA-2016-131296,10-04-2016,10-09-2016,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Furniture,239.372,2,0.3,-23.9372
8161,CA-2016-134138,2/16/2016,2/20/2016,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East,Furniture,227.96,2,0,36.4736
8164,CA-2015-168207,11-02-2015,11-06-2015,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,96.96,6,0,33.936
8167,CA-2015-168207,11-02-2015,11-06-2015,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,512.499,3,0.15,-30.147
8168,CA-2016-144148,7/31/2016,08-05-2016,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,863.128,7,0.2,-32.3673
8169,CA-2017-107174,11-06-2017,11/13/2017,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,2036.86,7,0,366.6348
8170,CA-2017-107174,11-06-2017,11/13/2017,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,449.568,2,0.2,-73.0548
8180,CA-2015-112767,08-02-2015,08-06-2015,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,277.5,4,0.5,-188.7
8181,CA-2015-119879,11/21/2015,11/25/2015,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,1252.704,8,0.4,-480.2032
8183,CA-2017-155642,5/18/2017,5/22/2017,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,22.608,3,0.6,-10.1736
8184,CA-2017-155642,5/18/2017,5/22/2017,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,1.892,1,0.6,-0.9933
8187,CA-2015-136728,9/13/2015,9/17/2015,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,170.072,4,0.3,-12.148
8192,US-2017-155866,11/17/2017,11/21/2017,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,187.76,4,0,76.9816
8195,CA-2015-141327,11/30/2015,12-03-2015,First Class,Consumer,United States,Durham,North Carolina,27707,South,Furniture,335.744,2,0.2,25.1808
8204,CA-2015-114811,11-08-2015,11-08-2015,Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,11.82,3,0,4.728
8206,CA-2015-114811,11-08-2015,11-08-2015,Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,577.764,2,0.1,115.5528
8207,CA-2015-122266,4/26/2015,4/30/2015,Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,191.5155,1,0.45,-76.6062
8212,CA-2016-116337,11-07-2016,11-12-2016,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,44.46,5,0.6,-17.784
8219,CA-2014-120775,10-03-2014,10-07-2014,Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,31.776,3,0.6,-19.0656
8228,CA-2016-123050,04-04-2016,04-08-2016,Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,82.64,2,0,7.4376
